Date,Open,High,Low,Close,Adj Close,Volume
2014-04-01,28.0347843170166,29.415000915527344,25.549999237060547,26.743999481201172,26.743999481201172,1421285316
2014-05-01,26.712499618530273,28.882999420166016,25.554500579833984,28.582500457763672,28.582500457763672,829136000
2014-06-01,28.487499237060547,29.479999542236328,27.37350082397461,29.23349952697754,29.23349952697754,789784000
2014-07-01,29.38249969482422,30.445499420166016,28.604999542236328,28.977500915527344,28.977500915527344,771666000
2014-08-01,28.927499771118164,29.890499114990234,28.372499465942383,29.118000030517578,29.118000030517578,581574000
2014-09-01,29.147499084472656,30.270000457763672,28.850500106811523,29.420499801635742,29.420499801635742,708502000
2014-10-01,29.34000015258789,29.6200008392334,25.920499801635742,28.39349937438965,28.39349937438965,1109632000
2014-11-01,28.17650032043457,28.357500076293945,26.95949935913086,27.45400047302246,27.45400047302246,595410000
2014-12-01,27.254499435424805,27.43950080871582,24.859500885009766,26.533000946044922,26.533000946044922,1088686000
2015-01-01,26.6299991607666,27.27050018310547,24.545499801635742,26.877500534057617,26.877500534057617,1056926000
2015-02-01,26.715999603271484,28.47100067138672,26.086000442504883,28.131500244140625,28.131500244140625,808386000
2015-03-01,28.350000381469727,29.15999984741211,27.51650047302246,27.735000610351562,27.735000610351562,864144000
2015-04-01,27.741500854492188,29.235000610351562,26.450000762939453,27.438499450683594,27.438499450683594,874900000
2015-05-01,27.52549934387207,27.91200065612793,26.61199951171875,27.266000747680664,27.266000747680664,648434000
2015-06-01,27.436500549316406,28.280500411987305,26.9424991607666,27.00200080871582,27.00200080871582,704328000
2015-07-01,27.183000564575195,35.666500091552734,26.988000869750977,32.875,32.875,1370858000
2015-08-01,32.882999420166016,35.20000076293945,29.654499053955078,32.39099884033203,32.39099884033203,1106942000
2015-09-01,31.690500259399414,34.0994987487793,30.892000198364258,31.918500900268555,31.918500900268555,871504000
2015-10-01,31.89699935913086,37.625,31.555999755859375,36.86949920654297,36.86949920654297,1005286000
2015-11-01,36.72650146484375,39.14500045776367,36.5724983215332,38.14250183105469,38.14250183105469,751482000
2015-12-01,38.34700012207031,39.93450164794922,36.8129997253418,38.9005012512207,38.9005012512207,872694000
2016-01-01,38.11000061035156,38.459999084472656,34.388999938964844,38.067501068115234,38.067501068115234,1039984000
2016-02-01,38.5629997253418,40.51750183105469,34.10049819946289,35.861000061035156,35.861000061035156,1352946000
2016-03-01,36.064998626708984,38.865501403808594,35.20000076293945,38.14500045776367,38.14500045776367,853314000
2016-04-01,37.858001708984375,39.54750061035156,35.15999984741211,35.39400100708008,35.39400100708008,933228000
2016-05-01,35.59600067138672,37.67399978637695,35.20249938964844,37.442501068115234,37.442501068115234,682046000
2016-06-01,37.423500061035156,37.56850051879883,33.632999420166016,35.17649841308594,35.17649841308594,839330000
2016-07-01,35.255001068115234,40.196998596191406,34.95000076293945,39.56700134277344,39.56700134277344,653244000
2016-08-01,39.333499908447266,40.694000244140625,39.25199890136719,39.49250030517578,39.49250030517578,577080000
2016-09-01,39.5989990234375,40.952999114990234,39.17499923706055,40.202999114990234,40.202999114990234,630896000
2016-10-01,40.127498626708984,41.95000076293945,39.811500549316406,40.494998931884766,40.494998931884766,707820000
2016-11-01,40.54349899291992,40.801998138427734,37.179500579833984,38.79399871826172,38.79399871826172,967068000
2016-12-01,38.9275016784668,41.21500015258789,37.667999267578125,39.622501373291016,39.622501373291016,687126000
2017-01-01,40.03099822998047,43.349998474121094,39.84450149536133,41.009498596191406,41.009498596191406,736654000
2017-02-01,41.20000076293945,42.68949890136719,40.602500915527344,42.246498107910156,42.246498107910156,529816000
2017-03-01,42.569000244140625,43.72100067138672,41.21500015258789,42.38999938964844,42.38999938964844,691002000
2017-04-01,42.4375,46.79499816894531,41.72999954223633,46.22600173950195,46.22600173950195,574432000
2017-05-01,46.20750045776367,49.97999954223633,46.040000915527344,49.35449981689453,49.35449981689453,707186000
2017-06-01,49.54800033569336,50.43050003051758,46.47999954223633,46.48400115966797,46.48400115966797,881706000
2017-07-01,46.6609992980957,50.30950164794922,45.765499114990234,47.275001525878906,47.275001525878906,838172000
2017-08-01,47.390499114990234,47.86000061035156,45.93000030517578,47.762001037597656,47.762001037597656,656924000
2017-09-01,47.87350082397461,48.79050064086914,46.22549819946289,48.68600082397461,48.68600082397461,592524000
2017-10-01,48.782501220703125,53.180999755859375,48.09749984741211,51.652000427246094,51.652000427246094,737076000
2017-11-01,51.816001892089844,54.0,51.43299865722656,51.80849838256836,51.80849838256836,573720000
2017-12-01,51.52050018310547,54.324501037597656,50.11600112915039,52.66999816894531,52.66999816894531,598810000
2018-01-01,52.6510009765625,59.900001525878906,52.6510009765625,59.111000061035156,59.111000061035156,657748000
2018-02-01,58.79949951171875,59.372501373291016,49.849998474121094,55.19599914550781,55.19599914550781,1026814000
2018-03-01,55.47700119018555,58.90800094604492,49.20000076293945,51.856998443603516,51.856998443603516,1042336000
2018-04-01,51.38100051879883,54.8754997253418,49.712501525878906,50.92900085449219,50.92900085449219,984928000
2018-05-01,50.814998626708984,55.907501220703125,50.394500732421875,55.0,55.0,740734000
2018-06-01,55.64350128173828,60.074501037597656,55.30350112915039,56.45949935913086,56.45949935913086,803684000
2018-07-01,55.76750183105469,64.5719985961914,55.33000183105469,61.361000061035156,61.361000061035156,835654000
2018-08-01,61.955501556396484,63.597999572753906,60.20000076293945,61.59000015258789,61.59000015258789,685718000
2018-09-01,61.125999450683594,61.39350128173828,57.57500076293945,60.354000091552734,60.354000091552734,718518000
2018-10-01,60.650001525878906,61.22600173950195,50.36000061035156,54.52899932861328,54.52899932861328,1130942000
2018-11-01,54.56999969482422,55.496498107910156,50.11050033569336,55.48249816894531,55.48249816894531,786236000
2018-12-01,56.608001708984375,56.75,48.882999420166016,52.24800109863281,52.24800109863281,857436000
2019-01-01,51.36000061035156,56.38349914550781,51.118499755859375,56.294498443603516,56.294498443603516,697168000
2019-02-01,56.114498138427734,57.70000076293945,54.679500579833984,56.32749938964844,56.32749938964844,652174000
2019-03-01,56.54999923706055,61.821998596191406,56.5099983215332,58.84450149536133,58.84450149536133,663738000
2019-04-01,59.37699890136719,64.84850311279297,59.150001525878906,59.948001861572266,59.948001861572266,647446000
2019-05-01,59.875,59.962501525878906,55.16749954223633,55.32500076293945,55.32500076293945,742726000
2019-06-01,53.346500396728516,56.32849884033203,51.35150146484375,54.13999938964844,54.13999938964844,712452000
2019-07-01,55.051998138427734,63.419498443603516,54.76649856567383,60.90999984741211,60.90999984741211,715104000
2019-08-01,60.881500244140625,61.814998626708984,57.13750076293945,59.5265007019043,59.5265007019043,586310000
2019-09-01,59.092498779296875,62.4010009765625,58.18550109863281,61.05699920654297,61.05699920654297,517072000
2019-10-01,61.1245002746582,64.96199798583984,58.15700149536133,62.939998626708984,62.939998626708984,603634000
2019-11-01,63.290000915527344,66.69599914550781,62.98550033569336,65.20449829101562,65.20449829101562,528780000
2019-12-01,65.12799835205078,68.35250091552734,63.852500915527344,66.96949768066406,66.96949768066406,559106000
2020-01-01,67.42050170898438,75.02899932861328,67.32450103759766,71.63899993896484,71.63899993896484,673594000
2020-02-01,73.0824966430664,76.53700256347656,63.410499572753906,66.9625015258789,66.9625015258789,830656000
2020-03-01,67.56950378417969,70.40950012207031,50.44350051879883,58.09749984741211,58.09749984741211,1570716000
2020-04-01,56.20000076293945,68.00749969482422,53.75400161743164,67.33499908447266,67.33499908447266,1124224000
2020-05-01,66.20449829101562,72.25550079345703,64.80049896240234,71.6760025024414,71.6760025024414,725130000
2020-06-01,71.28500366210938,73.78949737548828,67.5824966430664,70.90249633789062,70.90249633789062,814160000
2020-07-01,70.95850372314453,79.35250091552734,70.70899963378906,74.39749908447266,74.39749908447266,822998000
2020-08-01,74.55000305175781,82.6395034790039,73.20149993896484,81.47650146484375,81.47650146484375,614564000
2020-09-01,81.60800170898438,86.30500030517578,70.10749816894531,73.27999877929688,73.27999877929688,836634000
2020-10-01,74.18299865722656,84.06600189208984,71.6614990234375,80.80549621582031,80.80549621582031,854920000
2020-11-01,81.177001953125,90.84449768066406,80.60549926757812,87.72000122070312,87.72000122070312,631912000
2020-12-01,88.33300018310547,92.19149780273438,84.69999694824219,87.63200378417969,87.63200378417969,608630000
2021-01-01,88.0,96.60399627685547,84.80500030517578,91.36799621582031,91.36799621582031,791662000
2021-02-01,92.22949981689453,107.25700378417969,92.22949981689453,101.09549713134766,101.09549713134766,678324000
2021-03-01,102.4000015258789,105.68699645996094,99.69999694824219,103.1259994506836,103.1259994506836,756694000
2021-04-01,104.61250305175781,121.56900024414062,104.57150268554688,117.67500305175781,117.67500305175781,702352000
2021-05-01,118.24549865722656,119.45249938964844,109.68099975585938,117.84249877929688,117.84249877929688,603480000
2021-06-01,118.72200012207031,123.09549713134766,116.47599792480469,122.0895004272461,122.0895004272461,544936000
2021-07-01,121.7249984741211,138.2969970703125,121.53150177001953,134.72650146484375,134.72650146484375,610808000
2021-08-01,135.11700439453125,145.9705047607422,133.3195037841797,144.69749450683594,144.69749450683594,461586000
2021-09-01,145.0,146.25399780273438,133.55599975585938,133.67599487304688,133.67599487304688,590840000
2021-10-01,134.44749450683594,148.64999389648438,131.0500030517578,148.04600524902344,148.04600524902344,720758000
2021-11-01,148.04600524902344,150.9665069580078,141.60150146484375,141.8975067138672,141.8975067138672,608378000
2021-12-01,144.0,149.10000610351562,139.3209991455078,144.8520050048828,144.8520050048828,619694000
2022-01-01,145.05499267578125,146.48500061035156,124.5,135.30349731445312,135.30349731445312,767206000
2022-02-01,137.59449768066406,151.54649353027344,124.95349884033203,135.0570068359375,135.0570068359375,928126000
2022-03-01,134.8784942626953,143.7935028076172,125.2750015258789,139.0675048828125,139.0675048828125,729162000
2022-04-01,139.5,143.71200561523438,112.73650360107422,114.1094970703125,114.1094970703125,761152000
2022-05-01,113.40499877929688,122.85449981689453,101.8844985961914,113.76200103759766,113.76200103759766,850450000
2022-06-01,114.8550033569336,119.34700012207031,105.0459976196289,108.96299743652344,108.96299743652344,770754000
2022-07-01,107.93299865722656,119.68499755859375,104.06999969482422,116.31999969482422,116.31999969482422,789529700
2022-08-01,115.30000305175781,122.43000030517578,107.80000305175781,108.22000122070312,108.22000122070312,515852700
2022-09-01,108.27999877929688,111.62000274658203,95.55999755859375,95.6500015258789,95.6500015258789,613278900
2022-10-01,96.76000213623047,104.81999969482422,91.80000305175781,94.51000213623047,94.51000213623047,681488300
2022-11-01,95.44999694824219,101.04000091552734,83.33999633789062,100.98999786376953,100.98999786376953,716522700
2022-12-01,101.0199966430664,102.25,85.94000244140625,88.2300033569336,88.2300033569336,603127800
2023-01-01,89.58999633789062,100.31999969482422,84.86000061035156,98.83999633789062,98.83999633789062,672897800
2023-02-01,98.70999908447266,108.18000030517578,88.58000183105469,90.05999755859375,90.05999755859375,952580200
2023-03-01,89.9800033569336,106.58999633789062,89.41999816894531,103.7300033569336,103.7300033569336,859933900
2023-04-01,102.38999938964844,109.16999816894531,101.93000030517578,107.33999633789062,107.33999633789062,604106300
2023-05-01,106.83999633789062,126.43000030517578,103.70999908447266,122.87000274658203,122.87000274658203,820545400
2023-06-01,122.81999969482422,129.0399932861328,116.0999984741211,119.69999694824219,119.69999694824219,656756700
2023-07-01,119.23999786376953,133.74000549316406,115.3499984741211,132.72000122070312,132.72000122070312,708341500
2023-08-01,130.77999877929688,138.0,126.37999725341797,136.1699981689453,136.1699981689453,593289000
2023-09-01,137.4600067138672,139.16000366210938,127.22000122070312,130.86000061035156,130.86000061035156,477542100
2023-10-01,131.2100067138672,141.22000122070312,120.20999908447266,124.08000183105469,124.08000183105469,680712800
2023-11-01,124.06999969482422,139.4199981689453,123.72000122070312,132.52999877929688,132.52999877929688,535220300
2023-12-01,131.86000061035156,142.67999267578125,127.9000015258789,139.69000244140625,139.69000244140625,619903000
2024-01-01,138.5500030517578,153.77999877929688,135.14999389648438,140.10000610351562,140.10000610351562,580875000
2024-02-01,142.1199951171875,149.44000244140625,135.41000366210938,138.4600067138672,138.4600067138672,647669400
2024-03-01,138.42999267578125,152.25999450683594,130.6699981689453,150.92999267578125,150.92999267578125,672605900
2024-04-01,150.69000244140625,174.7100067138672,149.60000610351562,162.77999877929688,162.77999877929688,659471000
2024-05-01,164.3000030517578,178.77000427246094,163.0500030517578,174.99000549316406,174.99000549316406,454427738
